전국,직종별,채용인원
전국,관리자,23728
전국,사무직,18901
전국,서비스및판매직,24334
전국,농업및어업,4653
전국,기계관련직,34805
전국,광공관련직,17777
전국,제조관련직,17717
전국,건설관련직,7903
전국,도소매숙박음식,23776
전국,전기운수통신금융,12606
전국,공공서비스,39479
