전국,직종별,채용인원
전국,관리자,5945
전국,사무직,4713
전국,서비스및판매직,6126
전국,농업및어업,1345
전국,기계관련직,8909
전국,광공관련직,4436
전국,제조관련직,4421
전국,건설관련직,1993
전국,도소매숙박음식,5947
전국,전기운수통신금융,3143
전국,공공서비스,10113
